Job Title,Rating,Average Salary,State
other,4.1,118.5,TX
data engineer,4.3,118.5,TX
other,3.8,118.5,TX
data scientist,4.7,118.5,TX
other,3.5,118.5,TX
analyst,3.6,118.5,TX
other,4.1,118.5,TX
other,3.5,118.5,TX
analyst,3.3,118.5,TX
other,3.4,118.5,TX
other,4.1,118.5,TX
other,3.7,118.5,TX
other,3.4,118.5,TX
analyst,3.0,118.5,TX
analyst,4.1,118.5,TX
data scientist,3.3,118.5,TX
analyst,4.0,118.5,TX
other,4.1,118.5,TX
other,3.4,118.5,TX
analyst,3.9,118.5,TX
other,4.2,118.5,TX
other,4.1,71.5,TX
analyst,2.8,71.5,TX
other,3.5,71.5,TX
data engineer,3.0,71.5,TX
other,3.4,71.5,TX
other,3.6,71.5,TX
data engineer,3.6,71.5,TX
analyst,3.3,71.5,TX
analyst,3.8,71.5,TX
analyst,4.0,71.5,TX
data scientist,4.2,71.5,TX
data scientist,4.3,71.5,TX
other,4.1,71.5,TX
other,4.1,71.5,TX
data engineer,3.1,71.5,TX
other,3.8,71.5,TX
other,3.5,71.5,TX
other,3.8,71.5,TX
other,4.1,71.5,TX
other,4.1,71.5,TX
other,4.2,71.5,TX
data engineer,4.3,71.5,TX
analyst,4.0,71.5,TX
other,3.3,71.5,TX
other,4.1,59.5,TX
analyst,4.0,59.5,TX
analyst,3.9,59.5,TX
other,3.4,59.5,TX
other,4.2,59.5,TX
other,4.1,59.5,TX
analyst,3.7,59.5,TX
other,4.1,59.5,TX
data scientist,2.9,59.5,TX
other,3.0,59.5,TX
other,3.5,59.5,TX
data scientist,3.5,59.5,TX
other,4.1,59.5,TX
analyst,3.5,59.5,TX
other,3.5,59.5,TX
data engineer,3.4,59.5,TX
analyst,3.2,59.5,TX
other,3.6,59.5,TX
analyst,3.0,59.5,TX
analyst,3.5,59.5,TX
other,4.1,59.5,TX
other,3.7,59.5,TX
data scientist,4.1,59.5,TX
other,4.1,59.5,TX
data scientist,4.1,130.0,CA
data scientist,3.8,130.0,CA
other,3.9,130.0,CA
analyst,3.4,130.0,CA
other,4.1,130.0,CA
other,2.4,130.0,CA
data scientist,3.3,130.0,CA
other,2.3,130.0,CA
data scientist,3.8,130.0,CA
data scientist,4.1,130.0,CA
data scientist,4.7,130.0,CA
data scientist,2.9,130.0,CA
other,3.2,130.0,CA
data scientist,2.8,130.0,CA
data scientist,4.6,130.0,CA
data scientist,3.5,130.0,CA
other,3.6,130.0,CA
other,3.0,130.0,CA
data scientist,3.5,130.0,CA
data scientist,4.5,130.0,CA
data scientist,4.2,130.0,CA
data scientist,2.8,130.0,CA
other,3.6,130.0,CA
data scientist,4.6,130.0,CA
data engineer,4.5,130.0,CA
other,3.9,130.0,CA
data scientist,3.8,130.0,CA
other,3.7,130.0,CA
other,2.9,130.0,CA
analyst,3.3,92.0,CA
other,3.3,92.0,CA
analyst,3.9,92.0,CA
data scientist,3.0,92.0,CA
data scientist,4.1,92.0,CA
data scientist,4.1,92.0,CA
analyst,4.2,92.0,CA
data scientist,3.3,92.0,CA
data engineer,3.9,92.0,CA
analyst,4.5,92.0,CA
other,3.1,92.0,CA
data scientist,4.1,92.0,CA
analyst,3.6,92.0,CA
other,2.8,92.0,CA
other,3.6,92.0,CA
analyst,4.3,92.0,CA
other,4.2,92.0,CA
data scientist,4.2,92.0,CA
other,3.9,92.0,CA
data scientist,3.3,92.0,CA
other,4.3,92.0,CA
other,3.7,92.0,CA
manager,4.1,92.0,CA
other,3.9,92.0,CA
analyst,3.6,92.0,CA
analyst,3.2,92.0,CA
other,4.3,92.0,CA
other,4.0,92.0,CA
other,2.3,64.0,CA
analyst,3.4,64.0,CA
other,3.6,64.0,CA
analyst,5.0,64.0,CA
data scientist,4.0,64.0,CA
analyst,3.4,64.0,CA
other,3.7,64.0,CA
data engineer,4.1,64.0,CA
data engineer,3.9,64.0,CA
other,3.9,64.0,CA
other,3.0,64.0,CA
data engineer,3.9,64.0,CA
other,2.6,64.0,CA
other,3.7,64.0,CA
data scientist,3.9,64.0,CA
analyst,3.7,64.0,CA
other,4.0,64.0,CA
analyst,3.9,64.0,CA
other,4.9,64.0,CA
analyst,4.0,64.0,CA
other,3.8,64.0,CA
data scientist,4.1,64.0,CA
analyst,4.4,64.0,CA
data engineer,4.1,64.0,CA
other,3.4,64.0,CA
other,4.9,124.0,CA
other,3.7,124.0,CA
other,1.5,124.0,CA
analyst,3.3,124.0,CA
other,3.5,124.0,CA
other,4.9,124.0,CA
data engineer,4.0,124.0,CA
other,5.0,124.0,CA
other,3.4,124.0,CA
data scientist,4.1,124.0,CA
other,4.0,124.0,CA
data scientist,3.6,124.0,CA
data scientist,3.8,124.0,CA
other,3.7,124.0,CA
other,4.9,124.0,CA
other,4.6,124.0,CA
data scientist,4.0,124.0,CA
other,3.2,124.0,CA
other,3.5,124.0,CA
analyst,4.0,124.0,CA
other,3.7,124.0,CA
analyst,5.0,124.0,CA
data engineer,2.7,124.0,CA
analyst,4.8,124.0,CA
analyst,3.6,124.0,CA
data engineer,3.8,124.0,CA
analyst,3.4,124.0,CA
other,3.8,124.0,CA
analyst,4.5,96.5,CA
other,3.5,96.5,CA
data engineer,3.3,96.5,CA
analyst,3.0,96.5,CA
other,3.7,96.5,CA
data scientist,4.1,96.5,CA
machine learning engineer,5.0,96.5,CA
data engineer,3.7,96.5,CA
other,3.4,96.5,CA
data engineer,3.1,96.5,CA
other,3.0,96.5,CA
other,4.2,96.5,CA
other,4.2,96.5,CA
other,4.9,96.5,CA
other,4.3,96.5,CA
data engineer,5.0,96.5,CA
other,3.2,96.5,CA
director,3.8,96.5,CA
analyst,4.2,96.5,CA
data scientist,3.2,96.5,CA
other,3.6,96.5,CA
data engineer,4.0,96.5,CA
data engineer,3.7,96.5,CA
machine learning engineer,4.8,96.5,CA
other,3.8,96.5,CA
data engineer,4.0,96.5,CA
analyst,4.3,54.0,CA
other,4.3,54.0,CA
analyst,3.5,54.0,CA
other,2.9,54.0,CA
data scientist,4.1,54.0,CA
data engineer,3.4,54.0,CA
analyst,3.6,54.0,CA
analyst,5.0,54.0,CA
other,4.9,54.0,CA
other,3.1,54.0,CA
data engineer,3.8,54.0,CA
machine learning engineer,3.8,54.0,CA
other,4.3,54.0,CA
other,3.6,54.0,CA
analyst,4.6,54.0,CA
analyst,3.2,54.0,CA
other,4.9,54.0,CA
analyst,3.4,54.0,CA
other,4.3,54.0,CA
data scientist,4.3,54.0,CA
other,4.2,54.0,CA
data engineer,3.8,54.0,CA
other,3.8,54.0,CA
manager,4.2,54.0,CA
other,3.5,114.0,CA
deep learning engineer,3.4,114.0,CA
analyst,3.4,114.0,CA
other,4.2,114.0,CA
data engineer,3.8,114.0,CA
machine learning engineer,5.0,114.0,CA
other,3.2,114.0,CA
other,4.3,114.0,CA
other,2.9,114.0,CA
data scientist,4.0,114.0,CA
other,4.2,114.0,CA
data scientist,4.1,114.0,CA
other,3.7,114.0,CA
other,2.9,114.0,CA
analyst,3.4,114.0,CA
other,4.8,114.0,CA
data engineer,3.5,114.0,CA
other,3.3,114.0,CA
analyst,3.5,114.0,CA
data engineer,2.9,114.0,CA
data engineer,3.5,114.0,CA
other,3.8,114.0,CA
analyst,3.6,114.0,CA
other,4.3,114.0,CA
data engineer,4.6,114.0,CA
deep learning engineer,2.9,101.5,CA
other,4.5,101.5,CA
analyst,4.0,101.5,CA
other,2.6,101.5,CA
other,4.9,101.5,CA
data engineer,4.2,101.5,CA
other,4.9,101.5,CA
data engineer,3.8,101.5,CA
other,4.2,101.5,CA
other,3.4,101.5,CA
other,3.1,101.5,CA
analyst,4.0,101.5,CA
data engineer,3.7,101.5,CA
analyst,5.0,101.5,CA
other,4.9,101.5,CA
analyst,4.1,101.5,CA
other,4.1,101.5,CA
analyst,4.2,101.5,CA
other,4.3,101.5,CA
other,4.1,101.5,CA
data scientist,4.1,101.5,CA
data engineer,3.5,101.5,CA
analyst,2.3,101.5,CA
data engineer,4.3,101.5,CA
other,5.0,162.5,CA
other,3.7,162.5,CA
other,3.8,162.5,CA
other,4.3,162.5,CA
other,4.1,162.5,CA
manager,3.4,162.5,CA
other,4.0,162.5,CA
other,3.3,162.5,CA
other,4.9,162.5,CA
other,3.8,162.5,CA
other,3.3,162.5,CA
other,4.9,162.5,CA
other,2.9,162.5,CA
other,5.0,112.0,CA
other,3.8,112.0,CA
other,4.2,112.0,CA
other,3.7,112.0,CA
other,3.6,112.0,CA
other,4.1,112.0,CA
other,4.1,112.0,CA
other,4.0,112.0,CA
other,2.9,112.0,CA
other,4.3,112.0,CA
other,3.7,161.5,CA
other,4.2,161.5,CA
analyst,3.5,161.5,CA
other,4.1,161.5,CA
other,4.1,161.5,CA
other,3.7,161.5,CA
other,3.7,161.5,CA
other,3.4,161.5,CA
other,4.3,161.5,CA
other,4.3,161.5,CA
other,4.1,161.5,CA
other,4.1,161.5,CA
other,3.8,161.5,CA
other,3.0,161.5,CA
other,4.2,161.5,CA
other,3.2,161.5,CA
other,4.1,161.5,CA
other,4.1,161.5,CA
data scientist,2.9,161.5,CA
other,4.0,94.5,CA
other,4.1,94.5,CA
other,2.4,94.5,CA
other,3.8,94.5,CA
other,3.4,94.5,CA
other,4.0,94.5,CA
other,4.3,94.5,CA
other,4.2,94.5,CA
other,4.1,94.5,CA
data engineer,3.6,94.5,CA
other,4.0,132.0,CA
other,3.3,132.0,CA
analyst,2.5,132.0,CA
other,2.4,132.0,CA
manager,4.1,132.0,CA
analyst,3.7,132.0,CA
other,4.0,132.0,CA
other,3.2,132.0,CA
other,4.2,132.0,CA
other,3.5,132.0,CA
other,4.2,132.0,CA
other,3.4,132.0,CA
other,2.4,132.0,CA
other,3.5,132.0,CA
analyst,2.8,132.0,CA
other,3.4,132.0,CA
data scientist,4.3,132.0,CA
other,4.1,139.5,CA
other,4.1,139.5,CA
other,4.2,139.5,CA
other,3.1,139.5,CA
director,3.1,139.5,CA
other,4.1,139.5,CA
analyst,4.0,139.5,CA
other,3.6,139.5,CA
other,4.3,62.0,TX
data scientist,5.0,62.0,TX
analyst,4.0,62.0,TX
data scientist,4.0,62.0,TX
data scientist,3.3,62.0,TX
data scientist,4.6,62.0,TX
data scientist,5.0,62.0,TX
data scientist,3.3,62.0,TX
data scientist,5.0,62.0,TX
data scientist,4.3,62.0,TX
analyst,3.4,62.0,TX
data scientist,5.0,62.0,TX
data scientist,3.9,62.0,TX
data scientist,3.5,62.0,TX
data scientist,4.2,62.0,TX
data scientist,3.9,62.0,TX
other,3.6,62.0,TX
data scientist,3.5,62.0,TX
analyst,4.0,62.0,TX
data scientist,4.0,62.0,TX
data scientist,3.1,62.0,TX
other,4.6,62.0,TX
analyst,4.9,62.0,TX
analyst,3.1,62.0,TX
data scientist,2.5,62.0,TX
data scientist,3.5,62.0,TX
data scientist,4.2,62.0,TX
other,3.6,61.5,TX
data scientist,4.0,61.5,TX
data scientist,3.4,61.5,TX
data scientist,3.9,61.5,TX
data scientist,4.4,61.5,TX
data scientist,3.8,61.5,TX
data scientist,2.2,61.5,TX
other,3.6,61.5,TX
data scientist,4.0,61.5,TX
data scientist,3.6,61.5,TX
data scientist,2.5,61.5,TX
data scientist,4.2,61.5,TX
other,4.3,61.5,TX
data scientist,3.5,61.5,TX
data scientist,3.7,61.5,TX
data scientist,3.8,61.5,TX
data scientist,4.5,61.5,TX
data scientist,3.9,61.5,TX
analyst,3.1,61.5,TX
machine learning engineer,4.8,61.5,TX
analyst,1.0,61.5,TX
other,4.3,61.5,TX
analyst,3.4,61.5,TX
analyst,3.9,61.5,TX
analyst,4.0,61.5,TX
analyst,3.6,61.5,TX
data scientist,3.5,61.5,TX
data scientist,3.6,172.0,TX
data scientist,4.1,172.0,TX
analyst,5.0,172.0,TX
other,4.7,172.0,TX
data scientist,3.5,172.0,TX
data scientist,3.9,172.0,TX
data scientist,3.1,172.0,TX
analyst,2.8,172.0,TX
other,3.6,172.0,TX
analyst,4.1,172.0,TX
machine learning engineer,4.6,172.0,TX
analyst,3.0,172.0,TX
data scientist,3.3,172.0,TX
other,4.1,172.0,TX
data scientist,2.8,172.0,TX
analyst,2.9,172.0,TX
data scientist,3.3,172.0,TX
data scientist,2.7,172.0,TX
data engineer,4.1,172.0,TX
analyst,3.8,172.0,TX
analyst,4.6,172.0,TX
analyst,3.8,172.0,TX
data scientist,3.6,172.0,TX
analyst,4.1,172.0,TX
data engineer,5.0,172.0,TX
data scientist,3.0,172.0,TX
analyst,3.8,172.0,TX
other,3.7,63.5,TX
data scientist,3.9,63.5,TX
data scientist,2.4,63.5,TX
analyst,4.6,63.5,TX
analyst,3.3,63.5,TX
data scientist,3.7,63.5,TX
data scientist,4.0,63.5,TX
data scientist,5.0,63.5,TX
analyst,4.4,63.5,TX
data scientist,3.4,63.5,TX
analyst,3.3,63.5,TX
data engineer,3.4,63.5,TX
analyst,3.4,63.5,TX
analyst,5.0,63.5,TX
data scientist,3.6,63.5,TX
data scientist,3.7,63.5,TX
data engineer,3.9,63.5,TX
data engineer,4.6,63.5,TX
other,2.5,63.5,TX
analyst,4.0,63.5,TX
data engineer,3.9,63.5,TX
analyst,3.7,63.5,TX
data scientist,4.4,63.5,TX
analyst,3.8,63.5,TX
data scientist,3.7,63.5,TX
analyst,3.6,63.5,TX
other,4.0,63.5,TX
analyst,4.0,73.0,TX
analyst,1.9,73.0,TX
analyst,3.3,73.0,TX
data engineer,1.7,73.0,TX
data engineer,4.3,73.0,TX
data scientist,4.3,73.0,TX
data engineer,4.5,73.0,TX
data engineer,4.1,73.0,TX
analyst,2.9,73.0,TX
analyst,4.6,73.0,TX
analyst,4.1,73.0,TX
data engineer,3.8,73.0,TX
analyst,3.7,73.0,TX
analyst,3.3,73.0,TX
other,3.6,73.0,TX
analyst,3.6,73.0,TX
analyst,2.8,73.0,TX
machine learning engineer,4.1,73.0,TX
manager,2.8,73.0,TX
analyst,5.0,73.0,TX
data engineer,3.7,73.0,TX
analyst,4.4,73.0,TX
data scientist,3.6,73.0,TX
data engineer,3.3,73.0,TX
other,3.9,73.0,TX
other,4.6,73.0,TX
analyst,3.6,122.0,TX
data engineer,3.4,122.0,TX
data scientist,3.9,122.0,TX
data engineer,4.3,122.0,TX
machine learning engineer,3.2,122.0,TX
machine learning engineer,4.1,122.0,TX
data scientist,2.4,122.0,TX
other,5.0,122.0,TX
analyst,2.8,122.0,TX
analyst,3.6,122.0,TX
machine learning engineer,3.4,122.0,TX
analyst,4.6,122.0,TX
data engineer,3.7,122.0,TX
analyst,4.1,122.0,TX
data scientist,4.2,122.0,TX
data scientist,3.0,122.0,TX
analyst,4.3,122.0,TX
other,5.0,122.0,TX
analyst,3.3,122.0,TX
data engineer,3.4,122.0,TX
data engineer,4.1,122.0,TX
machine learning engineer,3.9,122.0,TX
analyst,4.2,122.0,TX
data engineer,3.4,122.0,TX
analyst,3.6,122.0,TX
analyst,3.5,122.0,TX
data scientist,3.7,122.0,TX
data engineer,3.4,122.0,TX
manager,2.4,122.0,TX
analyst,4.3,65.0,TX
analyst,5.0,65.0,TX
analyst,4.3,65.0,TX
other,3.7,65.0,TX
analyst,4.1,65.0,TX
analyst,3.4,65.0,TX
analyst,4.4,65.0,TX
analyst,3.4,65.0,TX
analyst,4.1,65.0,TX
data scientist,5.0,65.0,TX
other,5.0,65.0,TX
machine learning engineer,5.0,65.0,TX
other,3.8,65.0,TX
analyst,4.3,65.0,TX
other,5.0,65.0,TX
analyst,3.3,65.0,TX
data engineer,4.0,65.0,TX
data engineer,3.3,65.0,TX
analyst,5.0,65.0,TX
data engineer,4.6,65.0,TX
data scientist,3.4,65.0,TX
machine learning engineer,4.0,65.0,TX
analyst,3.4,65.0,TX
data scientist,4.0,65.0,TX
machine learning engineer,2.9,65.0,TX
data engineer,3.4,65.0,TX
analyst,3.5,70.5,TX
data engineer,4.5,70.5,TX
data engineer,4.5,70.5,TX
data engineer,3.0,70.5,TX
data engineer,3.9,70.5,TX
machine learning engineer,4.0,70.5,TX
data engineer,4.1,70.5,TX
director,3.6,70.5,TX
machine learning engineer,2.9,70.5,TX
manager,3.1,70.5,TX
other,3.5,70.5,TX
data engineer,3.9,70.5,TX
analyst,2.4,70.5,TX
data engineer,4.1,70.5,TX
analyst,4.5,70.5,TX
data engineer,3.9,70.5,TX
data engineer,3.9,70.5,TX
data engineer,3.9,70.5,TX
other,4.0,70.5,TX
data engineer,4.4,70.5,TX
data engineer,4.1,70.5,TX
analyst,3.8,70.5,TX
analyst,4.2,70.5,TX
data engineer,4.6,70.5,TX
analyst,4.0,116.0,TX
data engineer,3.8,116.0,TX
other,2.8,116.0,TX
analyst,3.7,116.0,TX
analyst,3.7,116.0,TX
analyst,3.4,116.0,TX
data engineer,4.0,116.0,TX
data engineer,4.0,116.0,TX
data engineer,3.3,116.0,TX
analyst,3.8,61.5,TX
analyst,4.1,61.5,TX
other,3.6,61.5,TX
other,3.4,61.5,TX
other,3.7,61.5,TX
data engineer,1.9,61.5,TX
data engineer,3.4,61.5,TX
data engineer,4.6,61.5,TX
data engineer,3.0,61.5,TX
data engineer,3.2,61.5,TX
other,4.0,61.5,TX
data engineer,4.0,61.5,TX
other,4.2,61.5,TX
data scientist,3.2,61.5,TX
data engineer,3.9,61.5,TX
data engineer,2.6,61.5,TX
other,4.4,61.5,TX
analyst,3.5,61.5,TX
analyst,3.5,68.5,TX
analyst,2.5,68.5,TX
data engineer,3.3,68.5,TX
machine learning engineer,3.8,68.5,TX
analyst,4.4,68.5,TX
other,3.7,68.5,TX
machine learning engineer,4.6,68.5,TX
data engineer,2.6,68.5,TX
other,4.3,68.5,TX
other,3.9,68.5,TX
other,4.2,68.5,TX
other,3.0,68.5,TX
data engineer,3.3,68.5,TX
researcher,3.7,68.5,TX
director,2.9,68.5,TX
data scientist,3.8,68.5,TX
analyst,3.7,68.5,TX
other,3.5,68.5,TX
data engineer,5.0,68.5,TX
director,2.9,68.5,TX
analyst,2.5,68.5,TX
data engineer,2.5,68.5,TX
data engineer,2.6,68.5,TX
data engineer,3.8,68.5,TX
data engineer,3.8,68.5,TX
data engineer,3.8,68.5,TX
analyst,3.7,68.5,TX
analyst,3.0,68.5,TX
data engineer,3.3,68.5,TX
data engineer,4.6,68.5,TX
other,2.6,68.5,TX
data engineer,3.9,68.5,TX
analyst,2.8,68.5,TX
other,3.4,68.5,TX
other,4.1,68.5,TX
other,3.6,68.5,TX
data engineer,3.9,68.5,TX
data scientist,4.5,68.5,TX
data engineer,3.4,68.5,TX
data engineer,3.7,68.5,TX
other,3.1,68.5,TX
other,3.7,68.5,TX
other,4.0,68.5,TX
machine learning engineer,3.6,68.5,TX
other,3.7,68.5,TX
other,4.1,68.5,TX
analyst,3.7,68.5,TX
data engineer,3.7,68.5,TX
machine learning engineer,3.6,68.5,TX
data engineer,3.7,68.5,TX
researcher,3.5,68.5,TX
data engineer,5.0,87.5,TX
data engineer,2.8,87.5,TX
data engineer,3.3,87.5,TX
data scientist,3.1,87.5,TX
data engineer,5.0,87.5,TX
data engineer,3.4,87.5,TX
data engineer,4.3,87.5,TX
data engineer,3.6,87.5,TX
data engineer,3.5,87.5,TX
data engineer,3.9,87.5,TX
other,5.0,87.5,TX
researcher,3.6,87.5,TX
data engineer,4.4,87.5,TX
data engineer,5.0,87.5,TX
manager,3.3,87.5,TX
data engineer,4.2,87.5,TX
data engineer,4.4,87.5,TX
analyst,3.3,87.5,TX
other,3.9,87.5,TX
other,4.1,87.5,TX
manager,3.9,87.5,TX
data engineer,3.9,87.5,TX
analyst,3.5,87.5,TX
data engineer,3.0,87.5,TX
data engineer,3.7,87.5,TX
data scientist,3.6,87.5,TX
data engineer,5.0,87.5,TX
data engineer,3.9,87.5,TX
analyst,3.2,87.5,TX
data engineer,3.0,136.0,TX
data engineer,3.0,136.0,TX
data engineer,3.4,136.0,TX
data engineer,3.9,136.0,TX
data scientist,4.4,136.0,TX
data engineer,2.5,136.0,TX
data scientist,3.8,121.0,CA
data scientist,4.1,121.0,CA
data engineer,3.3,121.0,CA
data scientist,4.1,121.0,CA
data engineer,3.8,121.0,CA
other,3.3,121.0,CA
data scientist,4.7,121.0,CA
data scientist,3.8,121.0,CA
other,3.2,121.0,CA
data scientist,4.3,121.0,CA
data scientist,3.8,121.0,CA
machine learning engineer,3.8,121.0,CA
data scientist,2.8,121.0,CA
data scientist,4.5,121.0,CA
other,3.5,121.0,CA
data scientist,4.2,121.0,CA
machine learning engineer,4.3,121.0,CA
data scientist,4.2,121.0,CA
data scientist,3.6,121.0,CA
data scientist,4.3,121.0,CA
data scientist,4.1,121.0,CA
data scientist,3.6,121.0,CA
data scientist,3.9,121.0,CA
data scientist,4.5,121.0,CA
data scientist,3.7,121.0,CA
data scientist,3.6,121.0,CA
data scientist,4.5,121.0,CA
data engineer,3.9,121.0,CA
data scientist,4.1,161.0,CA
analyst,3.1,161.0,CA
data scientist,3.8,161.0,CA
data scientist,4.3,161.0,CA
data engineer,4.1,161.0,CA
data scientist,3.5,161.0,CA
data scientist,3.1,161.0,CA
data scientist,4.1,161.0,CA
data scientist,4.1,161.0,CA
data scientist,4.3,161.0,CA
data scientist,4.6,161.0,CA
machine learning engineer,4.1,161.0,CA
data scientist,4.0,161.0,CA
data scientist,2.3,161.0,CA
data scientist,4.8,161.0,CA
data scientist,3.8,161.0,CA
data scientist,4.7,161.0,CA
data scientist,2.6,161.0,CA
data scientist,4.8,161.0,CA
data scientist,4.7,161.0,CA
data scientist,4.0,161.0,CA
data scientist,4.5,161.0,CA
machine learning engineer,4.3,161.0,CA
data scientist,4.8,161.0,CA
data scientist,5.0,161.0,CA
data scientist,3.4,161.0,CA
data scientist,4.8,143.0,CA
director,3.6,143.0,CA
machine learning engineer,3.8,143.0,CA
data scientist,4.2,143.0,CA
machine learning engineer,4.1,143.0,CA
analyst,4.2,143.0,CA
data scientist,4.5,143.0,CA
data scientist,4.1,143.0,CA
data scientist,4.9,143.0,CA
data engineer,4.1,143.0,CA
data scientist,3.6,143.0,CA
data scientist,4.5,143.0,CA
machine learning engineer,4.2,143.0,CA
data scientist,4.4,143.0,CA
data scientist,3.8,143.0,CA
data scientist,3.5,143.0,CA
data scientist,2.8,143.0,CA
data scientist,4.0,143.0,CA
other,3.5,143.0,CA
data scientist,4.8,143.0,CA
data scientist,4.6,143.0,CA
data scientist,3.8,143.0,CA
data scientist,4.3,143.0,CA
data scientist,5.0,143.0,CA
machine learning engineer,4.5,143.0,CA
data engineer,4.1,143.0,CA
data scientist,4.1,143.0,CA
machine learning engineer,4.7,143.0,CA
other,3.4,143.0,CA
other,3.6,143.0,CA
data engineer,4.5,143.0,CA
data scientist,4.1,143.0,CA
data scientist,4.7,143.0,CA
data scientist,3.5,143.0,CA
other,4.0,143.0,CA
analyst,5.0,143.0,CA
data scientist,4.2,143.0,CA
data scientist,3.7,143.0,CA
data scientist,4.8,143.0,CA
data engineer,4.1,143.0,CA
data engineer,3.0,143.0,CA
data scientist,3.7,143.0,CA
other,3.9,143.0,CA
data scientist,4.5,143.0,CA
data scientist,4.5,143.0,CA
data engineer,3.9,143.0,CA
data scientist,3.4,143.0,CA
data scientist,3.6,143.0,CA
other,3.6,143.0,CA
analyst,3.2,143.0,CA
machine learning engineer,4.4,143.0,CA
analyst,3.5,143.0,CA
manager,4.8,143.0,CA
data scientist,4.1,143.0,CA
other,3.9,143.0,CA
data scientist,3.8,143.0,CA
data scientist,3.4,143.0,CA
other,3.4,143.0,CA
data scientist,3.2,193.5,CA
data scientist,4.4,193.5,CA
machine learning engineer,4.1,193.5,CA
machine learning engineer,3.5,193.5,CA
other,2.3,193.5,CA
data scientist,4.2,193.5,CA
other,3.4,193.5,CA
analyst,3.9,193.5,CA
data engineer,4.3,193.5,CA
data engineer,3.9,193.5,CA
data scientist,4.2,193.5,CA
data engineer,4.1,193.5,CA
data scientist,5.0,193.5,CA
data scientist,4.8,193.5,CA
data scientist,4.5,193.5,CA
data scientist,3.5,193.5,CA
data scientist,3.7,193.5,CA
data scientist,3.3,193.5,CA
data scientist,4.1,193.5,CA
analyst,3.8,193.5,CA
data scientist,3.7,193.5,CA
data scientist,4.1,193.5,CA
data scientist,3.4,193.5,CA
data scientist,4.3,193.5,CA
analyst,4.0,193.5,CA
machine learning engineer,4.7,193.5,CA
machine learning engineer,3.7,193.5,CA
other,3.9,225.0,CA
analyst,5.0,225.0,CA
analyst,4.6,225.0,CA
machine learning engineer,3.8,225.0,CA
analyst,4.1,225.0,CA
data scientist,3.7,225.0,CA
data engineer,3.4,225.0,CA
data scientist,3.9,225.0,CA
data scientist,4.4,225.0,CA
data scientist,4.1,225.0,CA
other,4.3,225.0,CA
data scientist,4.0,225.0,CA
data scientist,4.5,225.0,CA
data scientist,3.6,225.0,CA
data scientist,4.2,225.0,CA
data scientist,4.5,225.0,CA
machine learning engineer,4.1,225.0,CA
other,4.5,225.0,CA
data scientist,3.9,225.0,CA
manager,3.4,225.0,CA
data scientist,3.6,225.0,CA
other,3.1,225.0,CA
data scientist,4.4,225.0,CA
data scientist,4.5,225.0,CA
data scientist,4.1,225.0,CA
analyst,3.9,225.0,CA
data scientist,4.4,225.0,CA
data scientist,4.4,225.0,CA
analyst,3.1,225.0,CA
data scientist,4.1,174.5,CA
machine learning engineer,4.1,174.5,CA
other,3.4,174.5,CA
machine learning engineer,3.8,174.5,CA
machine learning engineer,3.8,174.5,CA
other,3.8,174.5,CA
data scientist,4.1,174.5,CA
data scientist,4.5,174.5,CA
data engineer,3.8,174.5,CA
machine learning engineer,4.6,174.5,CA
data scientist,4.1,174.5,CA
data engineer,3.5,174.5,CA
data scientist,4.5,174.5,CA
data scientist,4.3,174.5,CA
data scientist,3.9,174.5,CA
analyst,3.7,174.5,CA
data scientist,4.5,174.5,CA
machine learning engineer,4.1,174.5,CA
data scientist,3.9,174.5,CA
analyst,3.4,174.5,CA
data scientist,4.1,174.5,CA
data engineer,4.8,174.5,CA
data engineer,4.7,174.5,CA
data scientist,3.1,174.5,CA
data scientist,4.6,174.5,CA
data engineer,4.1,174.5,CA
data engineer,3.3,174.5,CA
data engineer,4.2,174.5,CA
data engineer,3.5,174.5,CA
data scientist,4.1,153.5,CA
data scientist,4.1,153.5,CA
analyst,3.4,153.5,CA
data scientist,3.3,153.5,CA
other,4.3,153.5,CA
analyst,4.0,153.5,CA
data scientist,4.1,153.5,CA
data scientist,3.8,153.5,CA
data scientist,4.1,153.5,CA
analyst,4.0,153.5,CA
data engineer,4.1,153.5,CA
machine learning engineer,3.1,153.5,CA
analyst,3.9,153.5,CA
data scientist,3.8,153.5,CA
data engineer,4.7,153.5,CA
data scientist,4.4,153.5,CA
data engineer,4.1,153.5,CA
other,4.0,153.5,CA
data engineer,4.4,153.5,CA
data scientist,5.0,153.5,CA
machine learning engineer,4.1,153.5,CA
analyst,4.1,153.5,CA
machine learning engineer,3.6,153.5,CA
analyst,3.8,153.5,CA
data scientist,4.4,153.5,CA
data scientist,4.1,153.5,CA
machine learning engineer,3.5,153.5,CA
data scientist,4.1,153.5,CA
data scientist,3.9,153.5,CA
analyst,4.1,153.5,CA
data scientist,4.1,160.5,CA
data scientist,4.5,160.5,CA
data scientist,3.9,160.5,CA
data scientist,4.0,160.5,CA
other,3.5,160.5,CA
data scientist,4.5,160.5,CA
analyst,3.9,160.5,CA
data scientist,3.9,160.5,CA
machine learning engineer,5.0,160.5,CA
data scientist,3.7,160.5,CA
data engineer,3.5,160.5,CA
machine learning engineer,4.3,160.5,CA
data scientist,3.5,160.5,CA
data scientist,4.1,160.5,CA
other,3.7,160.5,CA
analyst,4.5,160.5,CA
analyst,4.5,160.5,CA
other,4.8,160.5,CA
analyst,4.4,160.5,CA
data scientist,3.4,160.5,CA
data scientist,3.2,160.5,CA
